sample,Library_genotype,StudyName,genotype,SampleID,Lane,Processing,Type,Biopsy_type,Tissue_sampled,Spatial_location,Ectopic_group,Group,BiopsyType_old,Tissue,Treatment,10x kit,Donor,multiplexed,hashing,genotyped,discard_lowQC,QC,comments
GSM4577308,GSM4577308_SAMN15049049,Wang,SAMN15049049,SRR11869227,12,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Coll.+Trypsin,3' v3.1,SAMN15049049,no,no,no,no,,
GSM4577307,GSM4577307_SAMN15049050,Wang,SAMN15049050,SRR11869225,12,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Coll.+Trypsin,3' v3.1,SAMN15049050,no,no,no,no,,
GSM4577306,GSM4577306_SAMN15049051,Wang,SAMN15049051,SRR11869223,12,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Coll.+Trypsin,3' v3.1,SAMN15049051,no,no,no,no,,
SAMN16356844,SAMN16356844_AM_NEG,Other,SAMN16356844,SAMN16356845,11,Fresh,Cells,,,,,Wall,Wall,None,NA,3',AM_NEG,no,no,no,no,,
SAMN16356845,SAMN16356845_AM_POS,Other,SAMN16356845,SAMN16356845,11,Fresh,Cells,,,,,Wall,Wall,None,NA,3',AM_POS,no,no,no,no,,
SAMN16356846,SAMN16356846_AM_POS,Other,SAMN16356846,SAMN16356846,11,Fresh,Cells,,,,,Lesion,Lesion,Lesion,NA,3',AM_POS,no,no,no,no,,
SAMN23461117,SAMN23461117_TE_POS_PP,Zhang,SAMN23461117,SAMN23461117,66,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,,,Ctrl_Superficial,Superficial,None,NA,3',TE_POS_PP,no,no,no,no,,
SAMN23461118,SAMN23461118_TE_POS_SP,Zhang,SAMN23461118,SAMN23461118,66,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,,,Ctrl_Superficial,Superficial,None,NA,3',TE_POS_SP,no,no,no,no,,
SAMN23461119,SAMN23461119_TE_NEG_PP,Zhang,SAMN23461119,SAMN23461119,66,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,,,Ctrl_Superficial,Superficial,None,NA,3',TE_NEG_PP,no,no,no,no,,
SAMN23461120,SAMN23461120_TE_NEG_SP,Zhang,SAMN23461120,SAMN23461120,66,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,,,Ctrl_Superficial,Superficial,None,NA,3',TE_NEG_SP,no,no,no,no,,
WSSS_END9372951,WSSS_END9372951_TRV2,Garcia_Alonso,TRV2,WSSS_END9372951,1,Frozen,Nuclei,Whole_Uterus,eutopic_endometrium,N/A,N/A,Ctrl_whole_uterus,Organ_Donor,None,Unknown,3' v3.0,TRV2,no,no,no,no,,
WSSS_END9372952,WSSS_END9372952_TRV3,Garcia_Alonso,TRV3,WSSS_END9372952,1,Frozen,Nuclei,Whole_Uterus,eutopic_endometrium,N/A,N/A,Ctrl_whole_uterus,Organ_Donor,None,Unknown,3' v3.0,TRV3,no,no,no,no,,
WSSS_END9372953,WSSS_END9372953_TRV3,Garcia_Alonso,TRV3,WSSS_END9372953,1,Frozen,Nuclei,Whole_Uterus,eutopic_endometrium,N/A,N/A,Ctrl_whole_uterus,Organ_Donor,None,Unknown,3' v3.0,TRV3,no,no,no,no,,
WSSS_END9372954,WSSS_END9372954_TRV4,Garcia_Alonso,TRV4,WSSS_END9372954,1,Frozen,Nuclei,Whole_Uterus,eutopic_endometrium,N/A,N/A,Ctrl_whole_uterus,Organ_Donor,None,Unknown,3' v3.0,TRV4,no,no,no,no,,
WSSS_END9372955,WSSS_END9372955_TRV4,Garcia_Alonso,TRV4,WSSS_END9372955,1,Frozen,Nuclei,Whole_Uterus,eutopic_endometrium,N/A,N/A,Ctrl_whole_uterus,Organ_Donor,None,Unknown,3' v3.0,TRV4,no,no,no,no,,
WSSS_END9372956,WSSS_END9372956_TRV5,Garcia_Alonso,TRV5,WSSS_END9372956,1,Frozen,Nuclei,Whole_Uterus,eutopic_endometrium,N/A,N/A,Ctrl_whole_uterus,Organ_Donor,None,Unknown,3' v3.0,TRV5,no,no,no,no,,
WSSS_END9372957,WSSS_END9372957_TRV5,Garcia_Alonso,TRV5,WSSS_END9372957,1,Frozen,Nuclei,Whole_Uterus,eutopic_endometrium,N/A,N/A,Ctrl_whole_uterus,Organ_Donor,None,Unknown,3' v3.0,TRV5,no,no,no,no,,
UA_Endo12449300,UA_Endo12449300_EX0045,Marecckovaa,EX0045,UA_Endo12449300,43996,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,EX0045,yes,no,EX0045,no,,
UA_Endo12449299,UA_Endo12449299_EX0277,Marecckovaa,EX0277,UA_Endo12449299,43996,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,EX0277,yes,no,EX0277; EX0288,no,,
UA_Endo12449299,UA_Endo12449299_EX0288,Marecckovaa,EX0288,UA_Endo12449299,43996,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,EX0288,yes,no,EX0277; EX0288,no,,
UA_Endo11460960,UA_Endo11460960_EX0366,Marecckovaa,EX0366,UA_Endo11460960,42196,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,EX0366,yes,no,FX1100; EX0366,no,,
UA_Endo11282193,UA_Endo11282193_EX0540,Marecckovaa,EX0540,UA_Endo11282193,43103,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,EX0540,yes,no,FX1146,no,,
UA_Endo12269812,UA_Endo12269812_EX0661,Marecckovaa,EX0661,UA_Endo12269812,43937,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,EX0661,yes,no,EX0789,yes,outlier,
UA_Endo12269814,UA_Endo12269814_EX0661,Marecckovaa,EX0661,UA_Endo12269814,43937,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,EX0661,yes,no,EX0789,no,,clogged reaction
UA_Endo12269812,UA_Endo12269812_EX0789,Marecckovaa,EX0789,UA_Endo12269812,43937,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,EX0789,yes,no,EX0789,yes,outlier mostly,
UA_Endo12269814,UA_Endo12269814_EX0789,Marecckovaa,EX0789,UA_Endo12269814,43937,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,EX0789,yes,no,EX0789,no,,clogged reaction
UA_Endo12296823,UA_Endo12296823_EX0795,Marecckovaa,EX0795,UA_Endo12296823,43937,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,EX0795,yes,no,EX0795; FX1119,no,,
UA_Endo11460961,UA_Endo11460961_FX0011,Marecckovaa,FX0011,UA_Endo11460961,42196,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,None,3' v3.0,FX0011,yes,no,FX1097,no,,
UA_Endo12269811,UA_Endo12269811_FX0022,Marecckovaa,FX0022,UA_Endo12269811,43937,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX0022,yes,no,FX0022; FX0060,no,,
UA_Endo12604667,UA_Endo12604667_FX0028,Marecckovaa,FX0028,UA_Endo12604667,44595,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,None,3' v3.0,FX0028,yes,no,FX0028,no,,
UA_Endo12269810,UA_Endo12269810_FX0033,Marecckovaa,FX0033,UA_Endo12269810,43937,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX0033,yes,no,FX1106,no,,
UA_Endo11173480,UA_Endo11173480_FX0052,Marecckovaa,FX0052,UA_Endo11173480,42058,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Mixed,3' v3.0,FX0052,yes,no,FX1205,no,,
UA_Endo12061703,UA_Endo12061703_FX0056,Marecckovaa,FX0056,UA_Endo12061703,43281,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX0056,yes,no,FX0056,no,,
UA_Endo12269811,UA_Endo12269811_FX0060,Marecckovaa,FX0060,UA_Endo12269811,43937,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX0060,yes,no,FX0022; FX0060,no,,
UA_Endo12821480,UA_Endo12821480_FX1074,Marecckovaa,FX1074,UA_Endo12821480,44831,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX1074,yes,no,FX1074,no,,
UA_Endo11173482,UA_Endo11173482_FX1087,Marecckovaa,FX1087,UA_Endo11173482,42058,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,Mixed,3' v3.0,FX1087,yes,no,FX1087,yes,outlier,
UA_Endo12865963,UA_Endo12865963_FX1087,Marecckovaa,FX1087,UA_Endo12865963,44999,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.1,FX1087,yes,no,FX1087,no,,
UA_Endo11173481,UA_Endo11173481_FX1090,Marecckovaa,FX1090,UA_Endo11173481,42058,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,Percoll,3' v3.0,FX1090,yes,no,FX1090,yes,outlier,
UA_Endo11460961,UA_Endo11460961_FX1097,Marecckovaa,FX1097,UA_Endo11460961,42196,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX1097,yes,no,FX1097,no,,
UA_Endo11460960,UA_Endo11460960_FX1100,Marecckovaa,FX1100,UA_Endo11460960,42196,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX1100,yes,no,FX1100; EX0366,no,,
UA_Endo11596522,UA_Endo11596522_FX1104,Marecckovaa,FX1104,UA_Endo11596522,43281,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,None,3' v3.0,FX1104,yes,no,FX9005,no,,
UA_Endo12269810,UA_Endo12269810_FX1106,Marecckovaa,FX1106,UA_Endo12269810,43937,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,None,3' v3.0,FX1106,yes,no,FX1106,no,,
UA_Endo12061706,UA_Endo12061706_FX1109,Marecckovaa,FX1109,UA_Endo12061706,43281,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX1109,yes,no,FX1109; FX1176,yes,ambient RNA,
UA_Endo12865964,UA_Endo12865964_FX1109,Marecckovaa,FX1109,UA_Endo12865964,44999,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.1,FX1109,yes,no,FX1109; FX1215,yes,,extremely noisy and soupy
UA_Endo12821481,UA_Endo12821481_FX1111,Marecckovaa,FX1111,UA_Endo12821481,44831,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX1111,yes,no,FX1111,no,,
UA_Endo12296823,UA_Endo12296823_FX1119,Marecckovaa,FX1119,UA_Endo12296823,43937,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,None,3' v3.0,FX1119,yes,no,EX0795; FX1119,no,,
UA_Endo12680031,UA_Endo12680031_FX1119,Marecckovaa,FX1119,Endometriosis6_FT,44568,Frozen,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Collagenase,3' v3.1,FX1119,yes,no,FX1119,no,,
UA_Endo12821480,UA_Endo12821480_FX1122,Marecckovaa,FX1122,UA_Endo12821480,44831,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,None,3' v3.0,FX1122,yes,no,FX1074,no,,
UA_Endo10298210,UA_Endo10298210_FX1125,Marecckovaa,FX1125,Endometriosis4_FT,16,Frozen,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,Collagenase,3' v3.1,FX1125,yes,no,FX1125; FX1176,no,,
UA_Endo10298211,UA_Endo10298211_FX1125,Marecckovaa,FX1125,Endometriosis4_GF,16,Frozen,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,Trypsin,3' v3.1,FX1125,yes,no,FX1125; FX1176,no,,
UA_Endo12296824,UA_Endo12296824_FX1125,Marecckovaa,FX1125,UA_Endo12296824,43937,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX1125,yes,no,FX1125,no,,
UA_Endo12061705,UA_Endo12061705_FX1129,Marecckovaa,FX1129,UA_Endo12061705,43281,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX1129,yes,no,FX9009,no,,
UA_Endo12604667,UA_Endo12604667_FX1130,Marecckovaa,FX1130,UA_Endo12604667,44595,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX1130,yes,no,FX0028,no,,
UA_Endo12449301,UA_Endo12449301_FX1136,Marecckovaa,FX1136,UA_Endo12449301,43996,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX1136,yes,no,FX1136,no,,
UA_Endo11460962,UA_Endo11460962_FX1141,Marecckovaa,FX1141,UA_Endo11460962,42196,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,None,3' v3.0,FX1141,yes,no,FX1141; FX1170,no,,mostly MUC5B
UA_Endo12865965,UA_Endo12865965_FX1141,Marecckovaa,FX1141,UA_Endo12865965,44999,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,None,3' v3.1,FX1141,yes,no,FX1141,yes,,extremely noisy and soupy
UA_Endo11282193,UA_Endo11282193_FX1146,Marecckovaa,FX1146,UA_Endo11282193,43103,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,None,3' v3.0,FX1146,yes,no,FX1146,no,,
UA_Endo12449301,UA_Endo12449301_FX1150,Marecckovaa,FX1150,UA_Endo12449301,43996,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX1150,yes,no,FX1136,no,,
UA_Endo10298212,UA_Endo10298212_FX1156,Marecckovaa,FX1156,Endometriosis5_FT,16,Frozen,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,Collagenase,3' v3.1,FX1156,yes,no,FX1156,no,,
UA_Endo10298213,UA_Endo10298213_FX1156,Marecckovaa,FX1156,Endometriosis5_GF,16,Frozen,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,Trypsin,3' v3.1,FX1156,yes,no,FX1156,no,,
UA_Endo12449298,UA_Endo12449298_FX1156,Marecckovaa,FX1156,UA_Endo12449298,43996,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX1156,yes,no,FX1156; FX1160,no,,
UA_Endo9426401,UA_Endo9426401_FX1156,Marecckovaa,FX1156,Endometriosis2_FT,15,Frozen,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,Collagenase,3' v3.1,FX1156,yes,no,FX1156,no,,
